1.Time,2.Signal Value,3.Status,4.Value of Shift/Drift,5.Health Status,6.Date
457,184.1562744993586,shift continue,,Safe Condition,2019-04-03
458,174.09492729420398,shift continue,,Safe Condition,2019-04-04
459,179.35977279323964,shift continue,,Safe Condition,2019-04-05
460,175.2288958166122,shift continue,,Safe Condition,2019-04-06
461,183.95842270618587,shift continue,,Safe Condition,2019-04-07
462,180.33256863574425,shift continue,,Safe Condition,2019-04-08
463,181.08467748714938,shift continue,,Safe Condition,2019-04-09
464,173.06306410965198,shift continue,,Safe Condition,2019-04-10
465,180.273115233469,shift continue,,Safe Condition,2019-04-11
466,183.9803824377764,shift continue,,Safe Condition,2019-04-12
467,181.74027326524413,shift continue,,Safe Condition,2019-04-13
468,185.84144098525758,shift continue,,Safe Condition,2019-04-14
469,180.0061867653809,shift continue,,Safe Condition,2019-04-15
470,180.4445669635305,shift continue,,Safe Condition,2019-04-16
471,182.18598043832446,shift continue,,Safe Condition,2019-04-17
472,181.25702147126546,shift continue,,Safe Condition,2019-04-18
473,187.72568945000103,shift continue,,Safe Condition,2019-04-19
474,175.6370890231994,shift continue,,Safe Condition,2019-04-20
475,184.8365955314803,shift continue,,Safe Condition,2019-04-21
476,184.05278783157212,shift continue,,Safe Condition,2019-04-22
477,176.85252598693887,shift continue,,Safe Condition,2019-04-23
478,179.40288207695815,shift continue,,Safe Condition,2019-04-24
479,180.51389686745068,shift continue,,Safe Condition,2019-04-25
480,181.17492723822238,shift continue,,Safe Condition,2019-04-26
481,178.3388425366713,shift continue,,Safe Condition,2019-04-27
482,178.27310729843137,shift continue,,Safe Condition,2019-04-28
483,184.9653256698376,shift continue,,Safe Condition,2019-04-29
484,180.35897553351242,shift continue,,Safe Condition,2019-04-30
485,178.6818436944935,shift continue,,Safe Condition,2019-05-01
486,175.11733298003034,shift continue,,Safe Condition,2019-05-02
487,181.64735599798007,shift continue,,Safe Condition,2019-05-03
488,183.29402057724064,shift continue,,Safe Condition,2019-05-04
489,181.10195639630226,shift continue,,Safe Condition,2019-05-05
490,180.69590888501983,shift continue,,Safe Condition,2019-05-06
491,187.51742621620525,shift continue,,Safe Condition,2019-05-07
492,182.4422139999503,shift continue,,Safe Condition,2019-05-08
493,179.72846362970353,shift continue,,Safe Condition,2019-05-09
494,178.0280083167776,shift continue,,Safe Condition,2019-05-10
495,180.3099101089746,shift continue,,Safe Condition,2019-05-11
496,183.79170381145255,shift continue,,Safe Condition,2019-05-12
497,187.40339393982254,shift continue,,Safe Condition,2019-05-13
498,183.43724967174802,shift continue,,Safe Condition,2019-05-14
499,184.23991573499126,shift continue,,Safe Condition,2019-05-15
500,183.71135528756741,shift continue,,Safe Condition,2019-05-16
501,174.4384213919236,shift continue,,Safe Condition,2019-05-17
502,179.0387260787095,shift continue,,Safe Condition,2019-05-18
503,180.9153133180653,shift continue,,Safe Condition,2019-05-19
504,183.03372168145745,shift continue,,Safe Condition,2019-05-20
505,172.04282683781972,shift continue,,Safe Condition,2019-05-21
506,183.0244496298905,shift continue,,Safe Condition,2019-05-22
507,173.80398614479702,shift continue,,Safe Condition,2019-05-23
508,180.10770693441305,shift continue,,Safe Condition,2019-05-24
509,179.3411532635311,shift continue,,Safe Condition,2019-05-25
510,184.04297785173958,shift continue,,Safe Condition,2019-05-26
511,178.67759618187827,shift continue,,Safe Condition,2019-05-27
512,176.39234065689377,shift continue,,Safe Condition,2019-05-28
513,177.12566827249378,shift continue,,Safe Condition,2019-05-29
514,178.51343520490326,shift continue,,Safe Condition,2019-05-30
515,182.01550726139197,shift continue,,Safe Condition,2019-05-31
516,182.60040304787125,shift continue,,Safe Condition,2019-06-01
517,178.8325137904564,shift continue,,Safe Condition,2019-06-02
518,179.9052264594321,shift continue,,Safe Condition,2019-06-03
519,169.3976024130435,shift continue,,Safe Condition,2019-06-04
520,180.68418661652382,shift continue,,Safe Condition,2019-06-05
521,180.4300839078701,shift Happend,10.321497919026019,Safe Condition,2019-06-06
522,186.72931573632718,shift continue,,Safe Condition,2019-06-07
523,188.2583273246228,shift continue,,Safe Condition,2019-06-08
524,187.5669926076058,shift continue,,Safe Condition,2019-06-09
525,195.62380615459045,shift continue,,Safe Condition,2019-06-10
526,186.05194001046726,shift continue,,Safe Condition,2019-06-11
527,187.71679671684046,shift continue,,Safe Condition,2019-06-12
528,194.37303335138282,shift continue,,Safe Condition,2019-06-13
529,196.66602986857745,shift continue,,Safe Condition,2019-06-14
530,190.4324583710558,shift continue,,Safe Condition,2019-06-15
531,185.24556394768916,shift continue,,Safe Condition,2019-06-16
532,192.626592461334,shift continue,,Safe Condition,2019-06-17
533,193.186932921637,shift continue,,Safe Condition,2019-06-18
534,188.18315689177703,shift continue,,Safe Condition,2019-06-19
535,188.36483419947632,shift continue,,Safe Condition,2019-06-20
536,191.0386802480765,shift continue,,Safe Condition,2019-06-21
537,187.52818102709975,shift continue,,Safe Condition,2019-06-22
538,194.77437640586675,shift continue,,Safe Condition,2019-06-23
539,187.6532708473776,shift continue,,Safe Condition,2019-06-24
540,194.1533141451854,shift continue,,Safe Condition,2019-06-25
541,197.80221132463888,shift continue,,Safe Condition,2019-06-26
542,194.75413306343464,shift continue,,Safe Condition,2019-06-27
543,192.97920409739643,shift continue,,Safe Condition,2019-06-28
544,188.27109317091882,shift continue,,Safe Condition,2019-06-29
545,191.8159400588205,shift continue,,Safe Condition,2019-06-30
546,193.63797228145958,shift continue,,Safe Condition,2019-07-01
547,186.00958850898147,shift continue,,Safe Condition,2019-07-02
548,190.69019004478312,shift continue,,Safe Condition,2019-07-03
549,186.56125125917575,shift continue,,Safe Condition,2019-07-04
550,191.70495219954384,shift continue,,Safe Condition,2019-07-05
551,191.3674167870004,shift continue,,Safe Condition,2019-07-06
552,191.3504664027098,shift continue,,Safe Condition,2019-07-07
553,191.8443285621389,shift continue,,Safe Condition,2019-07-08
554,200.1073300030402,shift continue,,Safe Condition,2019-07-09
555,191.64202244766525,shift continue,,Safe Condition,2019-07-10
556,187.94176344385886,shift continue,,Safe Condition,2019-07-11
557,188.63526363036084,shift continue,,Safe Condition,2019-07-12
558,182.61743698177239,shift continue,,Safe Condition,2019-07-13
559,185.0071194987889,shift continue,,Safe Condition,2019-07-14
560,199.42540722426483,shift continue,,Safe Condition,2019-07-15
561,189.57850007215671,shift continue,,Safe Condition,2019-07-16
562,199.17345207441886,shift continue,,Safe Condition,2019-07-17
563,198.42217788230838,shift continue,,Safe Condition,2019-07-18
564,192.6558257699704,shift continue,,Safe Condition,2019-07-19
565,182.48315764037284,shift continue,,Safe Condition,2019-07-20
566,185.84153095901885,shift continue,,Safe Condition,2019-07-21
567,191.75702074867974,shift continue,,Safe Condition,2019-07-22
568,199.3348176553621,shift continue,,Safe Condition,2019-07-23
569,197.97376067018445,shift continue,,Safe Condition,2019-07-24
570,190.82911850384232,shift continue,,Safe Condition,2019-07-25
571,195.36800408844445,shift continue,,Safe Condition,2019-07-26
572,195.6331710859473,shift continue,,Safe Condition,2019-07-27
573,189.1644413735927,shift continue,,Safe Condition,2019-07-28
574,194.15928418596403,shift continue,,Safe Condition,2019-07-29
575,192.591256038624,shift continue,,Safe Condition,2019-07-30
576,191.87550642310987,shift continue,,Safe Condition,2019-07-31
577,191.1728720143746,shift continue,,Safe Condition,2019-08-01
578,187.10660892009102,shift continue,,Safe Condition,2019-08-02
579,189.62202001211844,shift continue,,Safe Condition,2019-08-03
580,195.46200302407,shift continue,,Safe Condition,2019-08-04
581,198.46184584488637,shift continue,,Safe Condition,2019-08-05
582,187.93983235437312,shift continue,,Safe Condition,2019-08-06
583,190.95953008141103,shift continue,,Safe Condition,2019-08-07
584,184.9535847982312,shift continue,,Safe Condition,2019-08-08
585,184.65829302102256,shift continue,,Safe Condition,2019-08-09
586,190.26035929631175,shift continue,,Safe Condition,2019-08-10
587,191.23834877697627,shift continue,,Safe Condition,2019-08-11
588,188.1594043841146,shift continue,,Safe Condition,2019-08-12
589,190.9851569813531,shift continue,,Safe Condition,2019-08-13
590,180.46764687159828,shift continue,,Safe Condition,2019-08-14
591,197.27682645564576,shift continue,,Safe Condition,2019-08-15
592,192.73479456957938,shift continue,,Safe Condition,2019-08-16
593,198.72663315448938,shift continue,,Safe Condition,2019-08-17
594,188.8226386180294,shift continue,,Safe Condition,2019-08-18
595,187.23276287345692,shift continue,,Safe Condition,2019-08-19
596,179.1481689089329,shift continue,,Safe Condition,2019-08-20
597,184.14713487634603,shift continue,,Safe Condition,2019-08-21
598,191.64725122317918,shift continue,,Safe Condition,2019-08-22
599,197.80463479100155,shift continue,,Safe Condition,2019-08-23
600,196.70442546224254,shift continue,,Safe Condition,2019-08-24
601,195.59548213920425,shift continue,,Safe Condition,2019-08-25
602,185.6954947314008,shift continue,,Safe Condition,2019-08-26
603,187.7673778240364,shift continue,,Safe Condition,2019-08-27
604,195.441275377665,shift continue,,Safe Condition,2019-08-28
605,188.3758488683483,shift continue,,Safe Condition,2019-08-29
606,189.71865858637656,shift continue,,Safe Condition,2019-08-30
607,196.2056523301868,shift continue,,Safe Condition,2019-08-31
608,198.04539249616084,shift continue,,Safe Condition,2019-09-01
609,190.0057309564224,shift continue,,Safe Condition,2019-09-02
610,197.21377290331543,shift continue,,Safe Condition,2019-09-03
611,193.26088227057542,shift continue,,Safe Condition,2019-09-04
612,193.3563750291549,shift continue,,Safe Condition,2019-09-05
613,185.2012268281945,drift Started,0.41507432146341455,Safe Condition,2019-09-06
614,184.575941026546,drift continue,,Safe Condition,2019-09-07
615,189.93163514019506,drift continue,,Safe Condition,2019-09-08
616,180.05682470407066,drift continue,,Safe Condition,2019-09-09
617,189.61257212358447,drift continue,,Safe Condition,2019-09-10
618,183.58987500390955,drift continue,,Safe Condition,2019-09-11
619,187.3006893906427,drift continue,,Safe Condition,2019-09-12
620,187.15470072891964,drift continue,,Safe Condition,2019-09-13
621,184.88276861122338,drift continue,,Safe Condition,2019-09-14
622,188.3011969430053,drift continue,,Safe Condition,2019-09-15
623,197.1108079341188,drift continue,,Safe Condition,2019-09-16
624,193.0129859536024,drift continue,,Safe Condition,2019-09-17
625,197.06954941108646,drift continue,,Safe Condition,2019-09-18
626,194.89005126432727,drift continue,,Safe Condition,2019-09-19
627,183.70040003179562,drift continue,,Safe Condition,2019-09-20
628,190.4461205403481,drift continue,,Safe Condition,2019-09-21
629,192.6138297210629,drift continue,,Safe Condition,2019-09-22
630,197.0168343858074,drift continue,,Safe Condition,2019-09-23
631,193.8572157688808,drift continue,,Safe Condition,2019-09-24
632,193.94943378429474,drift continue,,Safe Condition,2019-09-25
633,195.02658685903552,drift continue,,Safe Condition,2019-09-26
634,189.58835116169968,drift continue,,Safe Condition,2019-09-27
635,188.939275253316,drift continue,,Safe Condition,2019-09-28
636,197.3239493140097,drift continue,,Safe Condition,2019-09-29
637,196.76165508748826,drift continue,,Safe Condition,2019-09-30
638,196.8947310846607,drift continue,,Safe Condition,2019-10-01
639,192.718513074384,drift continue,,Safe Condition,2019-10-02
640,193.08340714988705,drift continue,,Safe Condition,2019-10-03
641,193.8631806195174,drift continue,,Safe Condition,2019-10-04
642,201.60751420662467,drift continue,,Safe Condition,2019-10-05
643,199.13399052947602,drift continue,,Safe Condition,2019-10-06
644,196.01911669697773,drift continue,,Safe Condition,2019-10-07
645,201.9592888156133,drift continue,,Safe Condition,2019-10-08
646,192.76607602209614,drift continue,,Safe Condition,2019-10-09
647,196.93992108587653,drift continue,,Safe Condition,2019-10-10
648,205.83022509692736,drift continue,,Safe Condition,2019-10-11
649,202.4339792897636,drift continue,,Safe Condition,2019-10-12
650,205.35144343016452,drift continue,,Safe Condition,2019-10-13
651,208.5327798361834,drift continue,,Safe Condition,2019-10-14
652,203.66942272259084,drift continue,,Safe Condition,2019-10-15
653,206.8557269976935,drift continue,,Safe Condition,2019-10-16
654,203.69748396772587,drift continue,,Safe Condition,2019-10-17
655,194.24188747173199,drift continue,,Safe Condition,2019-10-18
656,208.95202848031462,drift continue,,Safe Condition,2019-10-19
657,206.03854244742362,drift continue,,Safe Condition,2019-10-20
658,201.20295832953872,drift continue,,Safe Condition,2019-10-21
659,205.250841327814,drift continue,,Safe Condition,2019-10-22
660,208.25568619739784,drift continue,,Safe Condition,2019-10-23
661,210.12710523291568,drift continue,,Safe Condition,2019-10-24
662,210.2308986450388,drift continue,,Safe Condition,2019-10-25
663,206.03890120214774,drift continue,,Safe Condition,2019-10-26
664,209.45749905611888,drift continue,,Safe Condition,2019-10-27
665,211.5532981620863,drift continue,,Safe Condition,2019-10-28
666,211.9690469793873,drift continue,,Safe Condition,2019-10-29
667,199.90917208929702,drift continue,,Safe Condition,2019-10-30
668,213.37043634250446,drift continue,,Safe Condition,2019-10-31
669,212.17220042743682,drift continue,,Safe Condition,2019-11-01
670,206.38460067914468,drift continue,,Safe Condition,2019-11-02
671,211.92211100390304,drift continue,,Safe Condition,2019-11-03
672,208.0463073088069,drift continue,,Safe Condition,2019-11-04
673,211.24756726557868,drift continue,,Safe Condition,2019-11-05
674,204.21698337160169,drift continue,,Safe Condition,2019-11-06
675,218.02758523987796,drift continue,,Safe Condition,2019-11-07
676,214.2346558507607,drift continue,,Safe Condition,2019-11-08
677,213.98497021615688,drift continue,,Safe Condition,2019-11-09
678,207.7011177886838,drift continue,,Safe Condition,2019-11-10
679,208.9156172765351,drift continue,,Safe Condition,2019-11-11
680,208.23967613845116,drift continue,,Safe Condition,2019-11-12
681,208.26934236225682,drift continue,,Safe Condition,2019-11-13
682,216.43904111350892,drift continue,,Safe Condition,2019-11-14
683,215.45224321439684,drift continue,,Safe Condition,2019-11-15
684,211.27273997195888,drift continue,,Safe Condition,2019-11-16
685,215.6621528103926,drift continue,,Safe Condition,2019-11-17
686,213.43579118651974,drift continue,,Safe Condition,2019-11-18
687,213.78995614840736,drift continue,,Safe Condition,2019-11-19
688,211.0799219009778,drift continue,,Safe Condition,2019-11-20
689,219.40514953622844,drift continue,,Safe Condition,2019-11-21
690,218.15678644820176,drift continue,,Safe Condition,2019-11-22
691,210.27151815877733,drift continue,,Safe Condition,2019-11-23
692,212.3347453495837,drift continue,,Safe Condition,2019-11-24
693,224.40840075111308,drift continue,,Safe Condition,2019-11-25
694,222.29592235847406,drift continue,,Safe Condition,2019-11-26
695,221.05803398547226,drift continue,,Safe Condition,2019-11-27
696,219.87973023859718,drift continue,,Safe Condition,2019-11-28
697,217.08054779212912,drift continue,,Safe Condition,2019-11-29
698,220.38739518280056,drift continue,,Safe Condition,2019-11-30
699,226.3988715706454,drift continue,,Safe Condition,2019-12-01
700,228.4622189924302,drift continue,,Safe Condition,2019-12-02
701,227.6677833918076,drift continue,,Safe Condition,2019-12-03
702,217.24542455016655,drift continue,,Safe Condition,2019-12-04
703,225.30797325999959,drift continue,,Safe Condition,2019-12-05
704,214.79785150776817,drift continue,,Safe Condition,2019-12-06
705,224.31510760763248,drift continue,,Safe Condition,2019-12-07
706,221.99284260072895,drift continue,,Safe Condition,2019-12-08
707,226.11024795744567,drift continue,,Safe Condition,2019-12-09
708,218.89089378707726,drift continue,,Safe Condition,2019-12-10
709,225.1253318032556,drift continue,,Safe Condition,2019-12-11
710,231.56491000724787,drift continue,,UnSafe Condition,2019-12-12
711,228.98249324424927,drift continue,,Safe Condition,2019-12-13
712,224.0754407201656,drift continue,,Safe Condition,2019-12-14
713,223.8925134925864,drift continue,,Safe Condition,2019-12-15
714,222.8046429186679,drift continue,,Safe Condition,2019-12-16
715,217.2200155435659,drift continue,,Safe Condition,2019-12-17
716,227.18485889105784,drift continue,,Safe Condition,2019-12-18
717,229.4970560554232,drift continue,,Safe Condition,2019-12-19
718,230.09148886757026,drift continue,,UnSafe Condition,2019-12-20
719,234.82081336913168,drift continue,,UnSafe Condition,2019-12-21
720,219.42303451949954,drift continue,,Safe Condition,2019-12-22
721,230.79503001239937,drift continue,,UnSafe Condition,2019-12-23
722,228.92414394082948,drift continue,,Safe Condition,2019-12-24
723,232.48228280193584,shift Happend,9.43912445593651,UnSafe Condition,2019-12-25
724,235.9872689009924,shift continue,,UnSafe Condition,2019-12-26
725,243.70087904154167,shift continue,,UnSafe Condition,2019-12-27
726,242.53690686329696,shift continue,,UnSafe Condition,2019-12-28
727,241.2732330514733,shift continue,,UnSafe Condition,2019-12-29
728,242.1957466152584,shift continue,,UnSafe Condition,2019-12-30
729,239.97569417552413,shift continue,,UnSafe Condition,2019-12-31
730,237.86362344919982,shift continue,,UnSafe Condition,2020-01-01
731,240.92166266493984,shift continue,,UnSafe Condition,2020-01-02
732,242.67902391428368,shift continue,,UnSafe Condition,2020-01-03
733,244.3689608224112,shift continue,,UnSafe Condition,2020-01-04
734,242.77135242960082,shift continue,,UnSafe Condition,2020-01-05
735,241.0145663045839,shift continue,,UnSafe Condition,2020-01-06
736,242.1946503061191,shift continue,,UnSafe Condition,2020-01-07
737,236.93482154548332,shift continue,,UnSafe Condition,2020-01-08
738,240.4851973186194,shift continue,,UnSafe Condition,2020-01-09
739,240.9571962180878,shift continue,,UnSafe Condition,2020-01-10
740,245.1885583901457,shift continue,,UnSafe Condition,2020-01-11
741,248.13971331285168,shift continue,,UnSafe Condition,2020-01-12
742,245.07431024207546,shift continue,,UnSafe Condition,2020-01-13
743,243.8304159625229,shift continue,,UnSafe Condition,2020-01-14
744,244.39675305156018,shift continue,,UnSafe Condition,2020-01-15
745,235.5960805670835,shift continue,,UnSafe Condition,2020-01-16
746,247.73188673836984,shift continue,,UnSafe Condition,2020-01-17
747,237.1787857452204,shift continue,,UnSafe Condition,2020-01-18
748,248.0601742225904,shift continue,,UnSafe Condition,2020-01-19
749,243.4988781651556,shift continue,,UnSafe Condition,2020-01-20
750,240.723254282377,shift continue,,UnSafe Condition,2020-01-21
751,246.44738088286167,shift continue,,UnSafe Condition,2020-01-22
752,237.02403995021226,shift continue,,UnSafe Condition,2020-01-23
753,249.63355553332974,shift continue,,UnSafe Condition,2020-01-24
754,236.76252043451737,shift continue,,UnSafe Condition,2020-01-25
755,240.94450271106098,shift continue,,UnSafe Condition,2020-01-26
756,251.31868691847558,shift continue,,UnSafe Condition,2020-01-27
757,242.88822803953414,shift continue,,UnSafe Condition,2020-01-28
758,239.4570089878114,shift continue,,UnSafe Condition,2020-01-29
759,239.3246017122028,shift continue,,UnSafe Condition,2020-01-30
760,243.33796636771643,shift continue,,UnSafe Condition,2020-01-31
761,247.9170667536137,shift continue,,UnSafe Condition,2020-02-01
762,244.9857211390306,shift continue,,UnSafe Condition,2020-02-02
763,252.4668729743411,shift continue,,UnSafe Condition,2020-02-03
764,244.94049812802257,shift continue,,UnSafe Condition,2020-02-04
765,233.57368397988984,shift continue,,UnSafe Condition,2020-02-05
766,242.38286383720543,shift continue,,UnSafe Condition,2020-02-06
767,244.24909234500169,shift continue,,UnSafe Condition,2020-02-07
768,241.1843233971646,shift continue,,UnSafe Condition,2020-02-08
769,235.40509114124973,shift continue,,UnSafe Condition,2020-02-09
770,239.26453865977044,shift continue,,UnSafe Condition,2020-02-10
771,242.74304640501182,shift continue,,UnSafe Condition,2020-02-11
772,242.75778073786898,shift continue,,UnSafe Condition,2020-02-12
773,238.07592298082818,shift continue,,UnSafe Condition,2020-02-13
774,242.20767438992402,shift continue,,UnSafe Condition,2020-02-14
775,245.58018721623867,shift continue,,UnSafe Condition,2020-02-15
776,240.05569720339201,shift continue,,UnSafe Condition,2020-02-16
777,246.48721347872697,shift continue,,UnSafe Condition,2020-02-17
778,243.6532712241624,shift continue,,UnSafe Condition,2020-02-18
779,243.36980959532985,shift continue,,UnSafe Condition,2020-02-19
780,244.04541214057966,shift continue,,UnSafe Condition,2020-02-20
781,247.3067202071805,shift continue,,UnSafe Condition,2020-02-21
782,237.38978655093385,shift continue,,UnSafe Condition,2020-02-22
783,234.88515465483937,shift continue,,UnSafe Condition,2020-02-23
784,238.7585128486566,shift continue,,UnSafe Condition,2020-02-24
785,240.49608168766719,shift continue,,UnSafe Condition,2020-02-25
786,241.87447090101315,shift continue,,UnSafe Condition,2020-02-26
787,245.21227910248825,shift continue,,UnSafe Condition,2020-02-27
788,247.01426927061448,shift continue,,UnSafe Condition,2020-02-28
789,238.36502017280608,shift continue,,UnSafe Condition,2020-02-29
790,231.93935856487224,shift continue,,UnSafe Condition,2020-03-01
791,242.6580621641148,shift continue,,UnSafe Condition,2020-03-02
792,243.54249943925026,shift continue,,UnSafe Condition,2020-03-03
793,240.82131870638958,shift continue,,UnSafe Condition,2020-03-04
794,245.18447487076008,shift continue,,UnSafe Condition,2020-03-05
795,242.3103274373589,shift continue,,UnSafe Condition,2020-03-06
796,242.8616036480704,shift continue,,UnSafe Condition,2020-03-07
797,236.10149903020766,shift continue,,UnSafe Condition,2020-03-08
798,238.69795953714168,shift continue,,UnSafe Condition,2020-03-09
799,237.98691088285412,shift continue,,UnSafe Condition,2020-03-10
800,235.32907278342412,shift continue,,UnSafe Condition,2020-03-11
801,244.18554730446846,shift continue,,UnSafe Condition,2020-03-12
802,245.80494223052685,shift continue,,UnSafe Condition,2020-03-13
803,246.00236479199359,shift continue,,UnSafe Condition,2020-03-14
804,245.6219305312933,shift continue,,UnSafe Condition,2020-03-15
805,245.00854250902242,shift continue,,UnSafe Condition,2020-03-16
806,247.42744290900433,shift continue,,UnSafe Condition,2020-03-17
807,242.65813206510572,shift continue,,UnSafe Condition,2020-03-18
808,244.2586564493981,shift continue,,UnSafe Condition,2020-03-19
809,231.9896798932583,shift continue,,UnSafe Condition,2020-03-20
810,239.1841670512721,shift continue,,UnSafe Condition,2020-03-21
811,238.89681735226742,shift continue,,UnSafe Condition,2020-03-22
812,242.23042795209489,shift continue,,UnSafe Condition,2020-03-23
813,237.8103458267162,shift continue,,UnSafe Condition,2020-03-24
814,244.00519383416398,shift continue,,UnSafe Condition,2020-03-25
815,239.559768115924,shift continue,,UnSafe Condition,2020-03-26
816,242.47150302629558,shift continue,,UnSafe Condition,2020-03-27
817,243.0779349847067,shift continue,,UnSafe Condition,2020-03-28
818,243.20379316458198,shift continue,,UnSafe Condition,2020-03-29
819,243.55532829857682,shift continue,,UnSafe Condition,2020-03-30
820,246.81899206990542,shift continue,,UnSafe Condition,2020-03-31
821,235.75750501004848,shift continue,,UnSafe Condition,2020-04-01
822,242.8312004444009,shift continue,,UnSafe Condition,2020-04-02
823,244.1815538362769,shift continue,,UnSafe Condition,2020-04-03
824,246.509969510539,shift continue,,UnSafe Condition,2020-04-04
825,239.3076259092151,shift continue,,UnSafe Condition,2020-04-05
826,241.7386341209095,shift continue,,UnSafe Condition,2020-04-06
827,245.50739683045444,shift continue,,UnSafe Condition,2020-04-07
828,241.0888395324766,shift continue,,UnSafe Condition,2020-04-08
829,240.68889958065003,shift continue,,UnSafe Condition,2020-04-09
830,246.58365712571026,shift continue,,UnSafe Condition,2020-04-10
831,246.15146979900203,shift continue,,UnSafe Condition,2020-04-11
832,245.5863022367511,shift continue,,UnSafe Condition,2020-04-12
833,247.457056456526,shift continue,,UnSafe Condition,2020-04-13
834,239.54255885577092,shift continue,,UnSafe Condition,2020-04-14
835,241.718407920388,shift continue,,UnSafe Condition,2020-04-15
836,247.18546933923213,shift continue,,UnSafe Condition,2020-04-16
837,239.02846936873178,shift continue,,UnSafe Condition,2020-04-17
838,237.183318096686,shift continue,,UnSafe Condition,2020-04-18
839,243.28723830561185,shift continue,,UnSafe Condition,2020-04-19
840,239.62318440875137,shift continue,,UnSafe Condition,2020-04-20
841,251.75655952931152,shift continue,,UnSafe Condition,2020-04-21
842,247.74118814093083,shift continue,,UnSafe Condition,2020-04-22
843,241.63871366996983,shift continue,,UnSafe Condition,2020-04-23
844,235.75834629809032,shift continue,,UnSafe Condition,2020-04-24
845,246.00909413270614,shift continue,,UnSafe Condition,2020-04-25
846,243.97961011863964,shift continue,,UnSafe Condition,2020-04-26
847,234.9252747679591,shift continue,,UnSafe Condition,2020-04-27
848,237.49717890486446,shift continue,,UnSafe Condition,2020-04-28
849,237.65728613297009,shift continue,,UnSafe Condition,2020-04-29
850,241.26670110578937,shift continue,,UnSafe Condition,2020-04-30
851,241.77149574331824,shift continue,,UnSafe Condition,2020-05-01
852,237.92018001321318,shift continue,,UnSafe Condition,2020-05-02
853,245.05002550455958,shift continue,,UnSafe Condition,2020-05-03
854,241.762526038557,shift continue,,UnSafe Condition,2020-05-04
855,236.87509653581398,shift continue,,UnSafe Condition,2020-05-05
856,241.43779707056848,shift continue,,UnSafe Condition,2020-05-06
857,242.45559171529132,shift continue,,UnSafe Condition,2020-05-07
858,243.47226264425476,shift continue,,UnSafe Condition,2020-05-08
859,237.1751353667117,shift continue,,UnSafe Condition,2020-05-09
860,237.53345697451985,shift continue,,UnSafe Condition,2020-05-10
861,245.59457301863884,shift continue,,UnSafe Condition,2020-05-11
862,241.7654230792076,shift continue,,UnSafe Condition,2020-05-12
863,235.49465990016208,shift continue,,UnSafe Condition,2020-05-13
864,240.1371034049049,shift continue,,UnSafe Condition,2020-05-14
865,243.35185877521786,shift continue,,UnSafe Condition,2020-05-15
866,241.8020893461109,shift continue,,UnSafe Condition,2020-05-16
867,242.84332636613757,shift continue,,UnSafe Condition,2020-05-17
868,246.2082958310124,shift continue,,UnSafe Condition,2020-05-18
869,237.18145689589988,shift continue,,UnSafe Condition,2020-05-19
870,247.03652401543582,shift continue,,UnSafe Condition,2020-05-20
871,245.82391085268438,shift continue,,UnSafe Condition,2020-05-21
872,239.4547225128397,shift continue,,UnSafe Condition,2020-05-22
873,239.68318781123455,shift continue,,UnSafe Condition,2020-05-23
874,225.7919295128876,shift continue,,Safe Condition,2020-05-24
875,246.82282269532416,shift continue,,UnSafe Condition,2020-05-25
876,247.5039978598342,shift continue,,UnSafe Condition,2020-05-26
877,245.9374467982224,shift continue,,UnSafe Condition,2020-05-27
878,243.9337761318861,shift continue,,UnSafe Condition,2020-05-28
879,234.4357960547925,shift continue,,UnSafe Condition,2020-05-29
880,253.76178447340547,shift continue,,UnSafe Condition,2020-05-30
881,242.07729782479458,shift continue,,UnSafe Condition,2020-05-31
882,243.7942675320192,shift continue,,UnSafe Condition,2020-06-01
883,243.08094106946092,shift continue,,UnSafe Condition,2020-06-02
884,248.13735117669196,shift continue,,UnSafe Condition,2020-06-03
885,239.098435910501,shift continue,,UnSafe Condition,2020-06-04
886,251.68555759654808,shift continue,,UnSafe Condition,2020-06-05
887,241.5089672431873,shift continue,,UnSafe Condition,2020-06-06
888,247.38969783348,shift continue,,UnSafe Condition,2020-06-07
889,239.32345660416848,shift continue,,UnSafe Condition,2020-06-08
890,243.8646319997096,shift continue,,UnSafe Condition,2020-06-09
891,242.7266023674543,shift continue,,UnSafe Condition,2020-06-10
892,242.69783127126743,shift continue,,UnSafe Condition,2020-06-11
893,239.5971782005165,shift continue,,UnSafe Condition,2020-06-12
894,239.99482607460263,shift continue,,UnSafe Condition,2020-06-13
895,235.20296170334396,shift continue,,UnSafe Condition,2020-06-14
896,235.45895839429343,shift continue,,UnSafe Condition,2020-06-15
897,241.66676093009204,shift continue,,UnSafe Condition,2020-06-16
898,241.65516146318515,shift continue,,UnSafe Condition,2020-06-17
899,239.3730971471153,shift continue,,UnSafe Condition,2020-06-18
900,244.79467446684055,shift continue,,UnSafe Condition,2020-06-19
901,238.4429830651769,shift continue,,UnSafe Condition,2020-06-20
902,245.60704912211202,shift continue,,UnSafe Condition,2020-06-21
903,239.172043679151,shift continue,,UnSafe Condition,2020-06-22
904,233.7682833994019,shift continue,,UnSafe Condition,2020-06-23
905,238.47176813832766,shift continue,,UnSafe Condition,2020-06-24
906,245.7681175858252,shift continue,,UnSafe Condition,2020-06-25
907,236.8234739742556,shift continue,,UnSafe Condition,2020-06-26
908,240.36139408808998,shift continue,,UnSafe Condition,2020-06-27
